tender_id,source,source_url,source_date,announcement_date,tender_result_date,buyer_institution,tender_authority,tender_name,product_group,product_name,brand_name,region,quantity,unit,contract_value_try,contract_value_vat_excluded_try,winning_company,result,notes,extraction_confidence
KAP-1609240,KAP,https://www.kap.org.tr/tr/Bildirim/1609240,2026-05-20,2026-05-20,2026-05-20,Devlet Malzeme Ofisi Genel Müdürlüğü E-I Nolu İhale Şube Müdürlüğü (IV Nolu) Satınalma Daire Başkanlığı,Devlet Malzeme Ofisi Genel Müdürlüğü E-I Nolu İhale Şube Müdürlüğü (IV Nolu) Satınalma Daire Başkanlığı,Sağlık Market Alım İhalesi,Medical supply / Sağlık Market,,TURKFLEKS,Turkey,,,97612104.63,97612104.63,Türk İlaç ve Serum Sanayi A.Ş.,won,"Raw tender value text: 97.612.104,63 TL + KDV | Group tender party: ESNAF ECZA DEPOSU ANONİM ŞİRKETİ | Devlet Malzeme Ofisi Genel Müdürlüğü E I Nolu İhale Şube Müdürlüğü 4 Nolu Satınalma Daire Başkanlığı tarafından açılan Sağlık Market Alım İhalesi TURKFLEKS markası ile 97.612.104,63 TL + KDV tutarla grup şirketimiz uhdesinde kalmıştır. Kamuoyunun bilgisine sunarız. Saygılarımızla.",high
KAP-1609239,KAP,https://www.kap.org.tr/tr/Bildirim/1609239,2026-05-20,2026-05-20,2026-05-20,Devlet Malzeme Ofisi Genel Müdürlüğü E-I Nolu İhale Şube Müdürlüğü (IV Nolu) Satınalma Daire Başkanlığı,Devlet Malzeme Ofisi Genel Müdürlüğü E-I Nolu İhale Şube Müdürlüğü (IV Nolu) Satınalma Daire Başkanlığı,Sağlık Market Alım İhalesi,Medical supply / Sağlık Market,,TURKFLEKS,Turkey,,,133731106.87,133731106.87,Türk İlaç ve Serum Sanayi A.Ş.,won,"Raw tender value text: 133.731.106,87 TL + KDV | Group tender party: Serum Depo A.Ş. | Devlet Malzeme Ofisi Genel Müdürlüğü E I Nolu İhale Şube Müdürlüğü 4 Nolu Satınalma Daire Başkanlığı tarafından açılan Sağlık Market Alım İhalesi TURKFLEKS markası ile 133.731.106,87 TL + KDV tutarla grup şirketimiz uhdesinde kalmıştır. Kamuoyunun bilgisine sunarız. Saygılarımızla.",high
KAP-1576107,KAP,https://www.kap.org.tr/tr/Bildirim/1576107,2026-03-26,2026-03-26,2026-03-26,Devlet Malzeme Ofisi Genel Müdürlüğü E-I Nolu İhale Şube Müdürlüğü (IV Nolu) Satınalma Daire Başkanlığı,Devlet Malzeme Ofisi Genel Müdürlüğü E-I Nolu İhale Şube Müdürlüğü (IV Nolu) Satınalma Daire Başkanlığı,Sağlık Market Alım İhalesi,Medical supply / Sağlık Market,,TURKFLEKS,Turkey,,,96693252.84,96693252.84,Türk İlaç ve Serum Sanayi A.Ş.,won,"Raw tender value text: 96.693.252,84 TL + KDV | Group tender party: ESNAF ECZA DEPOSU ANONİM ŞİRKETİ | Devlet Malzeme Ofisi Genel Müdürlüğü E I Nolu İhale Şube Müdürlüğü 4 Nolu Satınalma Daire Başkanlığı tarafından açılan Sağlık Market Alım İhalesi TURKFLEKS markası ile 96.693.252,84 TL + KDV tutarla grup şirketimiz uhdesinde kalmıştır. Kamuoyunun bilgisine sunarız. Saygılarımızla.",high
KAP-1560330,KAP,https://www.kap.org.tr/tr/Bildirim/1560330,2026-02-23,2026-02-23,2026-02-23,Devlet Malzeme Ofisi Genel Müdürlüğü E-I Nolu İhale Şube Müdürlüğü (IV Nolu) Satınalma Daire Başkanlığı,Devlet Malzeme Ofisi Genel Müdürlüğü E-I Nolu İhale Şube Müdürlüğü (IV Nolu) Satınalma Daire Başkanlığı,Sağlık Market Alım İhalesi,Medical supply / Sağlık Market,,TURKFLEKS,Turkey,,,204881355.17,204881355.17,Türk İlaç ve Serum Sanayi A.Ş.,won,"Raw tender value text: 204.881.355,17 + KDV | Group tender party: ESNAF ECZA DEPOSU ANONİM ŞİRKETİ | Devlet Malzeme Ofisi Genel Müdürlüğü E I Nolu İhale Şube Müdürlüğü 4 Nolu Satınalma Daire Başkanlığı tarafından açılan Sağlık Market Alım İhalesi TURKFLEKS markası ile 204.881.355,17 + KDV tutarla grup şirketimiz uhdesinde kalmıştır. Kamuoyunun bilgisine sunarız. Saygılarımızla.",high
KAP-1527943,KAP,https://www.kap.org.tr/tr/Bildirim/1527943,2025-12-19,2025-12-19,2025-12-19,Devlet Malzeme Ofisi Genel Müdürlüğü E-I Nolu İhale Şube Müdürlüğü (IV Nolu) Satınalma Daire Başkanlığı,Devlet Malzeme Ofisi Genel Müdürlüğü E-I Nolu İhale Şube Müdürlüğü (IV Nolu) Satınalma Daire Başkanlığı,Sağlık Market Alım İhalesi,Medical supply / Sağlık Market,,TURKFLEKS,Turkey,,,209556449.52,209556449.52,Türk İlaç ve Serum Sanayi A.Ş.,won,"Raw tender value text: 209.556.449,52 TL + KDV | Group tender party: Serum Depo A.Ş. | Devlet Malzeme Ofisi Genel Müdürlüğü E I Nolu İhale Şube Müdürlüğü 4 Nolu Satınalma Daire Başkanlığı tarafından açılan Sağlık Market Alım İhalesi TURKFLEKS markası ile 209.556.449,52 TL + KDV tutarla ortaklığımız uhdesinde kalmıştır. Kamuoyunun bilgisine sunarız. Saygılarımızla.",high
KAP-1497979,KAP,https://www.kap.org.tr/tr/Bildirim/1497979,2025-10-07,2025-10-07,2025-10-07,Devlet Malzeme Ofisi Genel Müdürlüğü E-I Nolu İhale Şube Müdürlüğü (IV Nolu) Satınalma Daire Başkanlığı,Devlet Malzeme Ofisi Genel Müdürlüğü E-I Nolu İhale Şube Müdürlüğü (IV Nolu) Satınalma Daire Başkanlığı,Sağlık Market Alım İhalesi,Medical supply / Sağlık Market,,TURKFLEKS,Turkey,,,25309121.68,25309121.68,Türk İlaç ve Serum Sanayi A.Ş.,won,"Raw tender value text: 25.309.121,68 TL + KDV | Group tender party: Serum Depo A.Ş. | Devlet Malzeme Ofisi Genel Müdürlüğü E I Nolu İhale Şube Müdürlüğü 4 Nolu Satınalma Daire Başkanlığı tarafından açılan Sağlık Market Alım İhalesi TURKFLEKS ve KEMOTRON markası ile 25.309.121,68 TL + KDV tutarla ortaklığımız uhdesinde kalmıştır. Kamuoyunun bilgisine sunarız. Saygılarımızla.",high
KAP-1497977,KAP,https://www.kap.org.tr/tr/Bildirim/1497977,2025-10-07,2025-10-07,2025-10-07,Devlet Malzeme Ofisi Genel Müdürlüğü E-I Nolu İhale Şube Müdürlüğü (IV Nolu) Satınalma Daire Başkanlığı,Devlet Malzeme Ofisi Genel Müdürlüğü E-I Nolu İhale Şube Müdürlüğü (IV Nolu) Satınalma Daire Başkanlığı,Sağlık Market Alım İhalesi,Medical supply / Sağlık Market,,TURKFLEKS,Turkey,,,438831591.5,438831591.5,Türk İlaç ve Serum Sanayi A.Ş.,won,"Raw tender value text: 438.831.591,50 TL+KDV | Group tender party: Serum Depo A.Ş. | Devlet Malzeme Ofisi Genel Müdürlüğü E I Nolu İhale Şube Müdürlüğü 4 Nolu Satınalma Daire Başkanlığı tarafından açılan Sağlık Market Alım İhalesi TURKFLEKS markası ile 438.831.591,50 TL+KDV tutarla ortaklığımız uhdesinde kalmıştır. Kamuoyunun bilgisine sunarız. Saygılarımızla.",high
KAP-1477231,KAP,https://www.kap.org.tr/tr/Bildirim/1477231,2025-08-13,2025-08-13,2025-08-13,Devlet Malzeme Ofisi Genel Müdürlüğü E-I Nolu İhale Şube Müdürlüğü (IV Nolu) Satınalma Daire Başkanlığı,Devlet Malzeme Ofisi Genel Müdürlüğü E-I Nolu İhale Şube Müdürlüğü (IV Nolu) Satınalma Daire Başkanlığı,Sağlık Market Alım İhalesi,Medical supply / Sağlık Market,,TURKFLEKS,Turkey,,,249264924.28,249264924.28,Türk İlaç ve Serum Sanayi A.Ş.,won,"Raw tender value text: 249.264.924,28 TL+ KDV | Group tender party: Serum Depo A.Ş. | Devlet Malzeme Ofisi Genel Müdürlüğü E I Nolu İhale Şube Müdürlüğü 4 Nolu Satınalma Daire Başkanlığı tarafından açılan Sağlık Market Alım İhalesi TURKFLEKS markası ile 249.264.924,28 TL + KDV tutarla ortaklığımız uhdesinde kalmıştır. Kamuoyunun bilgisine sunarız. Saygılarımızla.",high
KAP-1456068,KAP,https://www.kap.org.tr/tr/Bildirim/1456068,2025-07-04,2025-07-04,2025-07-04,Devlet Malzeme Ofisi Genel Müdürlüğü E-I Nolu İhale Şube Müdürlüğü (IV Nolu) Satınalma Daire Başkanlığı,Devlet Malzeme Ofisi Genel Müdürlüğü E-I Nolu İhale Şube Müdürlüğü (IV Nolu) Satınalma Daire Başkanlığı,Sağlık Market Alım İhalesi,Medical supply / Sağlık Market,,TURKFLEKS,Turkey,,,7674899.1,7674899.1,Türk İlaç ve Serum Sanayi A.Ş.,won,"Raw tender value text: 7.674.899,10 TL + KDV | Group tender party: Serum Depo A.Ş. | Devlet Malzeme Ofisi Genel Müdürlüğü E I Nolu İhale Şube Müdürlüğü 4 Nolu Satınalma Daire Başkanlığı tarafından açılan Sağlık Market Alım İhalesi TURKFLEKS markası ile 7.674.899,10 TL+KDV tutarla ortaklığımız uhdesinde kalmıştır. Kamuoyunun bilgisine sunarız. Saygılarımızla.",high
KAP-1453191,KAP,https://www.kap.org.tr/tr/Bildirim/1453191,2025-06-30,2025-06-30,2025-06-30,Devlet Malzeme Ofisi Genel Müdürlüğü E-I Nolu İhale Şube Müdürlüğü (IV Nolu) Satınalma Daire Başkanlığı,Devlet Malzeme Ofisi Genel Müdürlüğü E-I Nolu İhale Şube Müdürlüğü (IV Nolu) Satınalma Daire Başkanlığı,Sağlık Market Alım İhalesi,Medical supply / Sağlık Market,,TURKFLEKS,Turkey,,,170285745.15,170285745.15,Türk İlaç ve Serum Sanayi A.Ş.,won,"Raw tender value text: 170.285.745,15 + KDV | Group tender party: Serum Depo A.Ş. | Devlet Malzeme Ofisi Genel Müdürlüğü E I Nolu İhale Şube Müdürlüğü 4 Nolu Satınalma Daire Başkanlığı tarafından açılan Sağlık Market Alım İhalesi TURKFLEKS markası ile 170.285.745,15+KDV tutarla ortaklığımız uhdesinde kalmıştır. Kamuoyunun bilgisine sunarız. Saygılarımızla.",high
KAP-1452215,KAP,https://www.kap.org.tr/tr/Bildirim/1452215,2025-06-26,2025-06-26,2025-06-26,Devlet Malzeme Ofisi 5 Nolu Satınalma Dairesi Başkanlığı,Devlet Malzeme Ofisi 5 Nolu Satınalma Dairesi Başkanlığı,Sağlık Market Alım İhalesi,Medical supply / Sağlık Market,,,Turkey,,,79973385.77,79973385.77,Türk İlaç ve Serum Sanayi A.Ş.,won,"Raw tender value text: 79.973.385,77 + KDV | Group tender party: Serum Depo A.Ş. | Devlet Malzeme Ofisi Genel Müdürlüğü 5 Nolu Satınalma Dairesi Başkanlığı tarafından açılan Sağlık Market Alım İhalesi DİADOL markası ile 79.973.385,77 TL (KDV HARİÇ) tutarla ortaklığımız uhdesinde kalmıştır. Kamuoyunun bilgisine sunarız. Saygılarımızla.",high
KAP-1420376,KAP,https://www.kap.org.tr/tr/Bildirim/1420376,2025-04-08,2025-04-08,2025-04-08,Devlet Malzeme Ofisi Genel Müdürlüğü E-I Nolu İhale Şube Müdürlüğü (IV Nolu) Satınalma Daire Başkanlığı,Devlet Malzeme Ofisi Genel Müdürlüğü E-I Nolu İhale Şube Müdürlüğü (IV Nolu) Satınalma Daire Başkanlığı,Sağlık Market Alım İhalesi,Medical supply / Sağlık Market,,TURKFLEKS,Turkey,,,23654096.86,23654096.86,Türk İlaç ve Serum Sanayi A.Ş.,won,"Raw tender value text: 23.654.096,86+KDV | Group tender party: Serum Depo A.Ş. | Devlet Malzeme Ofisi Genel Müdürlüğü E I Nolu İhale Şube Müdürlüğü 4 Nolu Satınalma Daire Başkanlığı tarafından açılan Sağlık Market Alım İhalesi TURKFLEKS ve NAKOUT markalarımız ile 23.654.096,86+KDV tutarla ortaklığımız uhdesinde kalmıştır. Kamuoyunun bilgisine sunarız. Saygılarımızla.",high
KAP-1419709,KAP,https://www.kap.org.tr/tr/Bildirim/1419709,2025-04-08,2025-04-08,2025-04-08,Devlet Malzeme Ofisi Genel Müdürlüğü E-I Nolu İhale Şube Müdürlüğü (IV Nolu) Satınalma Daire Başkanlığı,Devlet Malzeme Ofisi Genel Müdürlüğü E-I Nolu İhale Şube Müdürlüğü (IV Nolu) Satınalma Daire Başkanlığı,Sağlık Market Alım İhalesi,Medical supply / Sağlık Market,,TURKFLEKS,Turkey,,,239729210.41,239729210.41,Türk İlaç ve Serum Sanayi A.Ş.,won,"Raw tender value text: 239.729.210,41+KDV | Group tender party: Serum Depo A.Ş. | Devlet Malzeme Ofisi Genel Müdürlüğü E I Nolu İhale Şube Müdürlüğü 4 Nolu Satınalma Daire Başkanlığı tarafından açılan Sağlık Market Alım İhalesi TURKFLEKS markası ile 239.729.210,41+KDV tutarla ortaklığımız uhdesinde kalmıştır. Kamuoyunun bilgisine sunarız. Saygılarımızla.",high
KAP-1380073,KAP,https://www.kap.org.tr/tr/Bildirim/1380073,2025-01-14,2025-01-14,2025-01-14,Devlet Malzeme Ofisi Genel Müdürlüğü E-I Nolu İhale Şube Müdürlüğü (IV Nolu) Satınalma Daire Başkanlığ,Devlet Malzeme Ofisi Genel Müdürlüğü E-I Nolu İhale Şube Müdürlüğü (IV Nolu) Satınalma Daire Başkanlığ,Sağlık Market Alım İhalesi,Medical supply / Sağlık Market,,TURKFLEKS,Turkey,,,118918405.9,118918405.9,Türk İlaç ve Serum Sanayi A.Ş.,won,"Raw tender value text: 118.918.405,90+KDV | Group tender party: Serum Depo A.Ş. | Devlet Malzeme Ofisi Genel Müdürlüğü E I Nolu İhale Şube Müdürlüğü 4 Nolu Satınalma Daire Başkanlığı tarafından açılan Sağlık Market Alım İhalesi TURKFLEKS markası ile 118.918.405,90+KDV tutarla ortaklığımız uhdesinde kalmıştır. Kamuoyunun bilgisine sunarız. Saygılarımızla.",high
KAP-1367722,KAP,https://www.kap.org.tr/tr/Bildirim/1367722,2024-12-23,2024-12-23,2024-12-23,Devlet Malzeme Ofisi Genel Müdürlüğü E-I Nolu İhale Şube Müdürlüğü (IV Nolu) Satınalma Daire Başkanlığı,Devlet Malzeme Ofisi Genel Müdürlüğü E-I Nolu İhale Şube Müdürlüğü (IV Nolu) Satınalma Daire Başkanlığı,Sağlık Market Alım İhalesi,Medical supply / Sağlık Market,,TURKFLEKS,Turkey,,,69411428.06,69411428.06,Türk İlaç ve Serum Sanayi A.Ş.,won,"Raw tender value text: 69.411.428,06+KDV | Group tender party: Serum Depo A.Ş. | Devlet Malzeme Ofisi Genel Müdürlüğü E I Nolu İhale Şube Müdürlüğü 4 Nolu Satınalma Daire Başkanlığı tarafından açılan Sağlık Market Alım İhalesi TURKFLEKS markası ile 69.411.428,06+KDV tutarla ortaklığımız uhdesinde kalmıştır. Kamuoyunun bilgisine sunarız. Saygılarımızla.",high
KAP-1361156,KAP,https://www.kap.org.tr/tr/Bildirim/1361156,2024-11-28,2024-11-28,2024-11-28,Devlet Malzeme Ofisi Genel Müdürlüğü E-I Nolu İhale Şube Müdürlüğü (Iv Nolu) Satınalma Daire Başkanlığı,Devlet Malzeme Ofisi Genel Müdürlüğü E-I Nolu İhale Şube Müdürlüğü (Iv Nolu) Satınalma Daire Başkanlığı,Sağlık Market Alım İhalesi,Medical supply / Sağlık Market,,TURKFLEKS,Turkey,,,122818324.86,122818324.86,Türk İlaç ve Serum Sanayi A.Ş.,won,"Raw tender value text: 122.818.324,86+KDV | Group tender party: Serum Depo A.Ş. | Devlet Malzeme Ofisi Genel Müdürlüğü E I Nolu İhale Şube Müdürlüğü 4 Nolu Satınalma Daire Başkanlığı tarafından açılan Sağlık Market Alım İhalesi TURKFLEKS markası ile 122.818.324,86+KDV tutarla ortaklığımız uhdesinde kalmıştır. Kamuoyunun bilgisine sunarız. Saygılarımızla.",high
KAP-1358285,KAP,https://www.kap.org.tr/tr/Bildirim/1358285,2024-11-15,2024-11-15,2024-11-15,Devlet Malzeme Ofisi Genel Müdürlüğü 5 Nolu Satınalma Daire Başkanlığı,Devlet Malzeme Ofisi Genel Müdürlüğü 5 Nolu Satınalma Daire Başkanlığı,Sağlık Market Alım İhalesi,Medical supply / Sağlık Market,,,Turkey,,,3174143.1,3174143.1,Türk İlaç ve Serum Sanayi A.Ş.,won,"Raw tender value text: 3.174.143,10 TL+KDV | Group tender party: Serum Depo A.Ş. | Devlet Malzeme Ofisi Genel Müdürlüğü 5 Nolu Satınalma Dairesi Başkanlığı tarafından açılan Sağlık Market Alım İhalesi DİADOL markası ile 3.174.143,10 TL (KDV HARİÇ) tutarla ortaklığımız uhdesinde kalmıştır. Kamuoyunun bilgisine sunarız. Saygılarımızla.",high
KAP-1355366,KAP,https://www.kap.org.tr/tr/Bildirim/1355366,2024-11-08,2024-11-08,2024-11-08,Devlet Malzeme Ofisi Genel Müdürlüğü 4 Nolu Satınalma Daire Başkanlığı,Devlet Malzeme Ofisi Genel Müdürlüğü 4 Nolu Satınalma Daire Başkanlığı,Sağlık Market Alım İhalesi,Medical supply / Sağlık Market,,,Turkey,,,224479602.34,224479602.34,Türk İlaç ve Serum Sanayi A.Ş.,won,"Raw tender value text: 224.479.602,34 TL + KDV | Group tender party: Serum Depo A.Ş. | Devlet Malzeme Ofisi Genel Müdürlüğü 4 Nolu Satınalma Dairesi Başkanlığı tarafından açılan Sağlık Market alım ihalesi TURKFLES markası ile 224.479.602,34 TL (KDV HARİÇ) tutarla ortaklığımız uhdesinde kalmıştır. Kamuoyunun bilgisine sunarız. Saygılarımızla.",high
KAP-1350363,KAP,https://www.kap.org.tr/tr/Bildirim/1350363,2024-10-24,2024-10-24,2024-10-23,Devlet Malzeme Ofisi Genel Müdürlüğü 5 Nolu Satınalma Daire Başkanlığı,Devlet Malzeme Ofisi Genel Müdürlüğü 5 Nolu Satınalma Daire Başkanlığı,Sağlık Market Alım İhalesi,Medical supply / Sağlık Market,,,Turkey,,,55856810.75,55856810.75,Türk İlaç ve Serum Sanayi A.Ş.,won,"Raw tender value text: 55.856.810,75 TL + KDV | Group tender party: Serum Depo A.Ş. | Devlet Malzeme Ofisi Genel Müdürlüğü 5 Nolu Satınalma Dairesi Başkanlığı tarafından açılan Sağlık Market alım ihalesi DİADOL markası ile 55.856.810,75 TL (KDV HARİÇ) tutarla ortaklığımız uhdesinde kalmıştır. Kamuoyunun bilgisine sunarız. Saygılarımızla.",high
KAP-1333051,KAP,https://www.kap.org.tr/tr/Bildirim/1333051,2024-09-11,2024-09-11,2024-09-11,Devlet Malzeme Ofisi 4 Nolu Satınalma Dairesi Başkanlığı,Devlet Malzeme Ofisi 4 Nolu Satınalma Dairesi Başkanlığı,Tıbbi Beşeri Ürün Alımı,Medical supply,,TURKFLEKS,Turkey,,,9074202.93,9074202.93,Türk İlaç ve Serum Sanayi A.Ş.,won,"Raw tender value text: 9.074.202,93 TL + KDV | Group tender party: Serum Depo A.Ş. | Devlet Malzeme Ofisi Genel Müdürlüğü 4 Nolu Satınalma Dairesi Başkanlığı tarafından açılan Tıbbi Beşeri İlaç alım ihalesi TURKFLEKS markası ile 9.074.202,93 TL (KDV HARİÇ) tutarla ortaklığımız uhdesinde kalmıştır. Kamuoyunun bilgisine sunarız. Saygılarımızla.",high
KAP-1325534,KAP,https://www.kap.org.tr/tr/Bildirim/1325534,2024-08-16,2024-08-16,2024-08-16,Devlet Malzeme Ofisi 4 Nolu Satınalma Dairesi Başkanlığı,Devlet Malzeme Ofisi 4 Nolu Satınalma Dairesi Başkanlığı,Tıbbi Beşeri Ürün Alımı,Medical supply,,TURKFLEKS,Turkey,,,125361237.88,125361237.88,Türk İlaç ve Serum Sanayi A.Ş.,won,"Raw tender value text: 125.361.237,88 TL + KDV | Group tender party: Serum Depo A.Ş. | Devlet Malzeme Ofisi Genel Müdürlüğü 4 Nolu Satınalma Dairesi Başkanlığı tarafından açılan Tıbbi Beşeri İlaç alım ihalesi TURKFLEKS markası ile 125.361.237,88 TL (KDV HARİÇ) tutarla ortaklığımız uhdesinde kalmıştır. Kamuoyunun bilgisine sunarız. Saygılarımızla.",high
KAP-1317989,KAP,https://www.kap.org.tr/tr/Bildirim/1317989,2024-07-31,2024-07-31,2024-07-31,Devlet Malzeme Ofisi 5 Nolu Satınalma Dairesi Başkanlığı,Devlet Malzeme Ofisi 5 Nolu Satınalma Dairesi Başkanlığı,Tıbbi Beşeri Ürün Alımı,Medical supply,,,Turkey,,,13367443.5,13367443.5,Türk İlaç ve Serum Sanayi A.Ş.,won,"Raw tender value text: 13.367.443,50 TL + KDV | Group tender party: Serum Depo A.Ş. | Devlet Malzeme Ofisi Genel Müdürlüğü 5 Nolu Satınalma Dairesi Başkanlığı tarafından açılan Tıbbi Beşeri İlaç alım ihalesi DİADOL markası ile 13.367.443,50 TL (KDV HARİÇ) tutarla ortaklığımız uhdesinde kalmıştır. Kamuoyunun bilgisine sunarız. Saygılarımızla.",high
KAP-1306849,KAP,https://www.kap.org.tr/tr/Bildirim/1306849,2024-07-05,2024-07-05,2024-07-05,Devlet Malzeme Ofisi 4 Nolu Satınalma Dairesi Başkanlığı,Devlet Malzeme Ofisi 4 Nolu Satınalma Dairesi Başkanlığı,Beşeri Tıbbi Ürün Alımı,Medical supply,,TURKFLEKS,Turkey,,,21372562.74,21372562.74,Türk İlaç ve Serum Sanayi A.Ş.,won,"Raw tender value text: 21.372.562,74 TL + KDV | Group tender party: Serum Depo A.Ş. | Devlet Malzeme Ofisi Genel Müdürlüğü 4 Nolu Satınalma Dairesi Başkanlığı tarafından açılan Tıbbi Beşeri İlaç alım ihalesi TURKFLEKS markası ile 21.372.562,74 TL (KDV HARİÇ) tutarla ortaklığımız uhdesinde kalmıştır. Kamuoyunun bilgisine sunarız. Saygılarımızla.",high
KAP-1302262,KAP,https://www.kap.org.tr/tr/Bildirim/1302262,2024-06-26,2024-06-26,2024-06-26,Devlet Malzeme Ofisi 5 Nolu Satınalma Dairesi Başkanlığı,Devlet Malzeme Ofisi 5 Nolu Satınalma Dairesi Başkanlığı,Beşeri Tıbbi Ürün Alımı,Medical supply,,,Turkey,,,46174837.41,46174837.41,Türk İlaç ve Serum Sanayi A.Ş.,won,"Raw tender value text: 46.174.837,41 TL + KDV | Group tender party: Serum Depo A.Ş. | Devlet Malzeme Ofisi Genel Müdürlüğü 5 Nolu Satınalma Dairesi Başkanlığı tarafından açılan Tıbbi Beşeri İlaç alım ihalesi DİADOL markası ile 46.174.837,41 TL (KDV HARİÇ) tutarla ortaklığımız uhdesinde kalmıştır. Kamuoyunun bilgisine sunarız. Saygılarımızla.",high
KAP-1285597,KAP,https://www.kap.org.tr/tr/Bildirim/1285597,2024-05-13,2024-05-13,2024-05-13,Devlet Malzeme Ofisi 4.Nolu Satınalma Dairesi Başkanlığı,Devlet Malzeme Ofisi 4.Nolu Satınalma Dairesi Başkanlığı,Tıbbi Beşeri Ürün Alımı,Medical supply,,TURKFLEKS,Turkey,,,62437672.78,62437672.78,Türk İlaç ve Serum Sanayi A.Ş.,won,"Raw tender value text: 62.437.672,78 TL + KDV | Group tender party: Serum Depo A.Ş. | Devlet Malzeme Ofisi Genel Müdürlüğü 4 Nolu Satınalma Dairesi Başkanlığı tarafından açılan Tıbbi Beşeri İlaç alım ihalesi TURKFLEKS markası ile 62.637.672,78 TL (KDV HARİÇ) tutarla ortaklığımız uhdesinde kalmıştır. Kamuoyunun bilgisine sunarız. Saygılarımızla.",high
KAP-1276052,KAP,https://www.kap.org.tr/tr/Bildirim/1276052,2024-04-22,2024-04-22,2024-04-22,Devlet Malzeme Ofisi 4.Nolu Satınalma Dairesi Başkanlığı,Devlet Malzeme Ofisi 4.Nolu Satınalma Dairesi Başkanlığı,Tıbbi Beşeri Ürün Alımı,Medical supply,,TURKFLEKS,Turkey,,,128215976.95,128215976.95,Türk İlaç ve Serum Sanayi A.Ş.,won,"Raw tender value text: 128.215.976,95 TL + Kdv | Group tender party: Serum Depo A.Ş. | Devlet Malzeme Ofisi Genel Müdürlüğü 4 Nolu Satınalma Dairesi Başkanlığı tarafından açılan Tıbbi Beşeri İlaç alım ihalesi TURKFLEKS markası ile 128.215.976,95 TL (KDV HARİÇ) tutarla ortaklığımız uhdesinde kalmıştır. Kamuoyunun bilgisine sunarız. Saygılarımızla.",high
KAP-1264262,KAP,https://www.kap.org.tr/tr/Bildirim/1264262,2024-03-29,2024-03-29,2024-03-29,Devlet Malzeme Ofisi 4.Nolu Satınalma Dairesi Başkanlığı,Devlet Malzeme Ofisi 4.Nolu Satınalma Dairesi Başkanlığı,Tıbbi Beşeri Ürün Alımı,Medical supply,,TURKFLEKS,Turkey,,,68521952.0,68521952.0,Türk İlaç ve Serum Sanayi A.Ş.,won,Raw tender value text: 68.521.952 TL + KDV | Group tender party: Serum Depo A.Ş. | Devlet Malzeme Ofisi Genel Müdürlüğü 4 Nolu Satınalma Dairesi Başkanlığı tarafından açılan Tıbbi Beşeri İlaç alım ihalesi TURKFLEKS markası ile 68.521.952 TL (KDV HARİÇ) tutarla ortaklığımız uhdesinde kalmıştır. Kamuoyunun bilgisine sunarız. Saygılarımızla.,high
KAP-1249122,KAP,https://www.kap.org.tr/tr/Bildirim/1249122,2024-02-13,2024-02-13,2024-02-13,Devlet Malzeme Ofisi Genel Müdürlüğü 5 Nolu Satınalma Daire Başkanlığı,Devlet Malzeme Ofisi Genel Müdürlüğü 5 Nolu Satınalma Daire Başkanlığı,Tıbbi Beşeri İlaç,Medical supply,,,Turkey,,,31795677.24,31795677.24,Türk İlaç ve Serum Sanayi A.Ş.,won,"Raw tender value text: 31.795.677,24 TL + KDV | Group tender party: Serum Depo A.Ş. | Devlet Malzeme Ofisi Genel Müdürlüğü 5 Nolu Satınalma Dairesi Başkanlığı tarafından açılan Tıbbi Beşeri İlaç alım ihalesi DİADOL markası ile 31.795.677,24 TL +KDV tutarla ortaklığımız uhdesinde kalmıştır. Kamuoyunun bilgisine sunarız. Saygılarımızla.",high
KAP-1217805,KAP,https://www.kap.org.tr/tr/Bildirim/1217805,2023-11-14,2023-11-14,2023-11-14,Devlet Malzeme Ofisi Genel Müdürlüğü 5 Nolu Satınalma Daire Başkanlığı,Devlet Malzeme Ofisi Genel Müdürlüğü 5 Nolu Satınalma Daire Başkanlığı,Tıbbi Beşeri İlaç,Medical supply,,,Turkey,,,26310452.93,26310452.93,Türk İlaç ve Serum Sanayi A.Ş.,won,"Raw tender value text: 26.310.452,93 + KDV | Group tender party: Serum Depo A.Ş. | Devlet Malzeme Ofisi Genel Müdürlüğü 5 Nolu Satınalma Dairesi Başkanlığı tarafından açılan Tıbbi Beşeri İlaç alım ihalesi DİADOL markası ile 26.310.452,93 TL +KDV tutarla ortaklığımız uhdesinde kalmıştır. Kamuoyunun bilgisine sunarız. Saygılarımızla.",high
KAP-1216260,KAP,https://www.kap.org.tr/tr/Bildirim/1216260,2023-11-09,2023-11-09,2023-11-09,Devlet Malzeme Ofisi Genel Müdürlüğü 5 Nolu Satınalma Daire Başkanlığı,Devlet Malzeme Ofisi Genel Müdürlüğü 5 Nolu Satınalma Daire Başkanlığı,Tıbbi Beşeri İlaç,Medical supply,,,Turkey,,,16415060.2,16415060.2,Türk İlaç ve Serum Sanayi A.Ş.,won,"Raw tender value text: 16.415.060,20 TL + KDV | Group tender party: Serum Depo A.Ş. | Devlet Malzeme Ofisi Genel Müdürlüğü 5 Nolu Satınalma Dairesi Başkanlığı tarafından açılan Tıbbi Beşeri İlaç alım ihalesi DİADOL markası ile 16.415.060,20 TL +KDV tutarla ortaklığımız uhdesinde kalmıştır. Kamuoyunun bilgisine sunarız. Saygılarımızla.",high
